p1_height,p2_height,p1_growth_days,p2_growth_days,p1_leaf_shape,p2_leaf_shape,p1_flower_color,p2_flower_color,p1_climate,p2_climate,p1_resistance,p2_resistance,p1_yield,p2_yield,same_family,target_height,target_growth_days,target_leaf_shape,target_flower_color,target_climate,target_resistance,target_yield_level
300,60,130,60,0,0,1,0,2,2,3,1,3,3,0,180.1,91.0,Ovate,Yellow,Temperate,Very High,High
60,300,60,130,0,0,0,1,2,2,1,3,3,3,0,182.0,101.8,Ovate,White,Temperate,Very High,High
300,60,130,60,0,0,1,0,2,2,3,1,3,3,0,180.2,91.5,Ovate,Intermediate,Temperate,Very High,High
60,300,60,130,0,0,0,1,2,2,1,3,3,3,0,173.2,106.2,Ovate,Intermediate,Temperate,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,245.6,93.3,Ovate,Yellow,Temperate,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,220.1,106.3,Ovate,White,Temperate,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,232.8,108.9,Ovate,Intermediate,Tropical,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,244.8,99.3,Ovate,White,Tropical,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,236.5,106.6,Ovate,Intermediate,Temperate,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,260.4,106.0,Ovate,Intermediate,Temperate,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,249.0,110.5,Ovate,White,Temperate,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,238.1,103.7,Ovate,Yellow,Tropical,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,264.0,101.4,Ovate,Intermediate,Tropical,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,242.1,108.3,Ovate,Yellow,Temperate,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,244.0,107.0,Ovate,Intermediate,Temperate,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,227.7,112.5,Ovate,White,Temperate,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,246.3,105.1,Ovate,Yellow,Temperate,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,245.0,106.9,Ovate,White,Temperate,Very High,High
300,180,130,80,0,0,1,0,2,0,3,2,3,3,0,233.5,102.5,Ovate,Intermediate,Temperate,Very High,High
180,300,80,130,0,0,0,1,0,2,2,3,3,3,0,236.9,110.1,Ovate,White,Tropical,Very High,High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,194.8,110.4,Ovate,Intermediate,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,193.0,112.6,Ovate,Intermediate,Temperate,Very High,Very High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,202.9,101.9,Ovate,Intermediate,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,206.1,114.4,Ovate,Yellow,Temperate,Very High,Very High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,192.5,117.0,Ovate,Intermediate,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,202.5,121.4,Ovate,Purple,Temperate,Very High,Very High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,192.8,122.6,Ovate,Yellow,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,201.5,107.9,Ovate,Yellow,Temperate,Very High,Very High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,183.1,117.1,Ovate,Intermediate,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,196.7,103.7,Ovate,Yellow,Temperate,Very High,Very High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,198.2,109.2,Ovate,Purple,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,211.5,115.9,Ovate,Intermediate,Temperate,Very High,Very High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,215.1,109.8,Ovate,Intermediate,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,190.3,105.7,Ovate,Intermediate,Temperate,Very High,Very High
300,100,130,95,0,0,1,2,2,2,3,2,3,4,0,203.4,112.7,Ovate,Intermediate,Temperate,Very High,Very High
100,300,95,130,0,0,2,1,2,2,2,3,4,3,0,213.7,111.1,Ovate,Intermediate,Temperate,Very High,Very High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,176.3,130.1,Intermediate,Yellow,Tropical/Subtropical,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,157.8,126.1,Ovate,Yellow,Tropical/Subtropical,Very High,High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,169.8,124.5,Compound,Yellow,Temperate,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,180.6,133.9,Ovate,Yellow,Temperate,Very High,High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,165.1,131.8,Intermediate,Yellow,Temperate,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,183.0,138.9,Compound,Yellow,Temperate,Very High,High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,165.6,132.0,Compound,Yellow,Tropical/Subtropical,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,166.5,128.5,Ovate,Yellow,Temperate,Very High,High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,173.4,134.2,Ovate,Yellow,Tropical/Subtropical,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,176.5,131.2,Intermediate,Yellow,Tropical/Subtropical,Very High,High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,179.3,136.6,Intermediate,Yellow,Tropical/Subtropical,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,167.5,134.6,Ovate,Yellow,Tropical/Subtropical,Very High,High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,175.7,143.3,Intermediate,Yellow,Temperate,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,176.0,116.7,Ovate,Yellow,Tropical/Subtropical,Very High,High
300,50,130,130,0,9,1,1,2,8,3,1,3,3,0,153.1,135.7,Intermediate,Yellow,Temperate,Very High,High
50,300,130,130,9,0,1,1,8,2,1,3,3,3,0,174.2,130.5,Ovate,Yellow,Tropical/Subtropical,Very High,High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,170.4,103.2,Intermediate,Intermediate,Cool Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,194.3,106.4,Intermediate,Intermediate,Cool Temperate,Very High,Very High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,193.4,105.6,Ovate,Intermediate,Cool Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,178.6,102.9,Intermediate,Intermediate,Temperate,Very High,Very High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,175.9,114.8,Intermediate,Yellow,Cool Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,184.9,113.5,Intermediate,Intermediate,Temperate,Very High,Very High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,175.4,103.7,Intermediate,Yellow,Cool Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,182.4,110.9,Ovate,Yellow,Cool Temperate,Very High,Very High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,187.4,111.5,Intermediate,Yellow,Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,181.4,103.9,Intermediate,Yellow,Cool Temperate,Very High,Very High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,177.6,108.4,Pinnate,Intermediate,Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,196.5,106.8,Ovate,Intermediate,Temperate,Very High,Very High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,191.2,107.1,Ovate,White,Cool Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,171.3,104.5,Ovate,Yellow,Temperate,Very High,Very High
300,70,130,90,0,7,1,0,2,6,3,1,3,4,0,185.9,110.6,Ovate,White,Temperate,Very High,Very High
70,300,90,130,7,0,0,1,6,2,1,3,4,3,0,186.8,111.5,Intermediate,Yellow,Cool Temperate,Very High,Very High
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,169.4,114.6,Intermediate,Intermediate,Temperate,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,170.6,107.0,Intermediate,Yellow,Tropical/Subtropical,Very High,High
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,174.3,120.8,Intermediate,Intermediate,Temperate,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,169.0,114.4,Ovate,Yellow,Temperate,Very High,High
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,160.4,122.4,Intermediate,Intermediate,Temperate,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,166.7,112.8,Intermediate,Intermediate,Temperate,Very High,High
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,156.1,109.6,Cordate,Intermediate,Temperate,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,159.8,104.7,Intermediate,Intermediate,Temperate,Very High,High
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,156.5,120.3,Ovate,Yellow,Tropical/Subtropical,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,162.9,114.1,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,158.0,112.1,Cordate,Purple,Tropical/Subtropical,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,146.2,118.8,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,168.5,108.3,Cordate,Purple,Tropical/Subtropical,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,167.5,110.4,Ovate,Intermediate,Tropical/Subtropical,Very High,High
300,30,130,100,0,5,1,2,2,8,3,2,3,3,0,165.2,112.3,Intermediate,Intermediate,Temperate,Very High,High
30,300,100,130,5,0,2,1,8,2,2,3,3,3,0,175.2,116.4,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,300.4,204.1,Intermediate,Yellow,Tropical,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,309.9,209.7,Intermediate,White,Temperate,Very High,Very High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,318.9,217.8,Intermediate,Intermediate,Tropical,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,304.4,204.3,Intermediate,Intermediate,Tropical,Very High,Very High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,305.5,201.4,Ovate,White,Temperate,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,313.0,201.9,Palmate,White,Temperate,Very High,Very High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,271.8,205.8,Intermediate,White,Tropical,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,308.4,211.8,Palmate,White,Temperate,Very High,Very High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,335.1,209.2,Intermediate,White,Tropical,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,273.6,194.8,Intermediate,Intermediate,Temperate,Very High,Very High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,281.1,191.0,Ovate,White,Tropical,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,299.1,192.4,Palmate,Yellow,Tropical,Very High,Very High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,289.3,195.5,Palmate,Intermediate,Temperate,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,314.3,208.2,Palmate,Intermediate,Temperate,Very High,Very High
300,300,130,270,0,4,1,0,2,0,3,3,3,4,0,303.1,204.9,Intermediate,White,Temperate,Very High,Very High
300,300,270,130,4,0,0,1,0,2,3,3,4,3,0,328.5,196.4,Ovate,Intermediate,Temperate,Very High,Very High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,176.8,106.0,Oblong,Yellow,Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,184.4,102.2,Oblong,Yellow,Temperate,Very High,High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,168.5,98.9,Oblong,Yellow,Cool Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,180.0,102.8,Intermediate,Yellow,Cool Temperate,Very High,High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,176.2,100.3,Intermediate,Yellow,Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,180.7,115.3,Intermediate,Yellow,Temperate,Very High,High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,187.5,100.5,Oblong,Yellow,Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,162.4,93.0,Oblong,Yellow,Cool Temperate,Very High,High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,170.4,90.7,Intermediate,Yellow,Cool Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,180.4,101.3,Ovate,Yellow,Cool Temperate,Very High,High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,196.3,98.3,Oblong,Yellow,Cool Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,168.9,95.0,Intermediate,Yellow,Temperate,Very High,High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,178.7,101.6,Ovate,Yellow,Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,184.0,111.7,Intermediate,Yellow,Temperate,Very High,High
300,50,130,70,0,6,1,1,2,6,3,1,3,3,0,168.0,97.5,Intermediate,Yellow,Temperate,Very High,High
50,300,70,130,6,0,1,1,6,2,1,3,3,3,0,173.1,107.4,Ovate,Yellow,Cool Temperate,Very High,High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,238.2,123.5,Lobed,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,208.3,112.0,Lobed,Yellow,Temperate,Very High,Very High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,212.1,110.9,Lobed,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,184.6,114.1,Lobed,Yellow,Temperate,Very High,Very High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,218.1,115.6,Intermediate,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,213.6,116.0,Intermediate,Yellow,Temperate,Very High,Very High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,213.2,116.4,Intermediate,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,208.3,124.1,Intermediate,Yellow,Temperate,Very High,Very High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,195.3,115.9,Lobed,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,219.2,119.4,Ovate,Yellow,Temperate,Very High,Very High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,229.7,112.3,Intermediate,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,238.6,108.0,Ovate,Yellow,Temperate,Very High,Very High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,218.7,112.3,Intermediate,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,209.7,109.7,Intermediate,Yellow,Temperate,Very High,Very High
300,130,130,100,0,10,1,1,2,2,3,2,3,4,0,225.0,111.8,Lobed,Yellow,Temperate,Very High,Very High
130,300,100,130,10,0,1,1,2,2,2,3,4,3,0,225.4,122.0,Intermediate,Yellow,Temperate,Very High,Very High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,232.3,138.4,Intermediate,White,Subtropical,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,213.5,138.1,Palmate,Yellow,Temperate,Very High,High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,232.9,139.8,Ovate,Intermediate,Temperate,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,211.4,151.2,Palmate,Intermediate,Temperate,Very High,High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,217.7,140.1,Ovate,White,Subtropical,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,216.9,144.6,Intermediate,White,Temperate,Very High,High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,216.0,146.0,Palmate,Yellow,Temperate,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,242.7,137.2,Palmate,Intermediate,Temperate,Very High,High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,214.3,142.4,Palmate,Intermediate,Temperate,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,205.7,141.3,Palmate,Intermediate,Temperate,Very High,High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,204.1,146.0,Intermediate,Intermediate,Subtropical,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,222.9,127.6,Intermediate,Intermediate,Subtropical,Very High,High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,206.0,153.0,Palmate,Intermediate,Temperate,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,211.9,140.4,Intermediate,Intermediate,Subtropical,Very High,High
300,150,130,150,0,4,1,0,2,1,3,1,3,3,0,213.2,137.3,Palmate,Intermediate,Subtropical,Very High,High
150,300,150,130,4,0,0,1,1,2,1,3,3,3,0,220.3,129.9,Ovate,Intermediate,Temperate,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,254.5,138.5,Ovate,Yellow,Temperate,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,245.2,144.6,Intermediate,Yellow,Temperate,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,252.6,154.2,Ovate,Yellow,Temperate,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,251.8,157.2,Ovate,Yellow,Tropical,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,266.2,153.8,Ovate,Yellow,Temperate,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,239.6,145.6,Intermediate,Yellow,Temperate,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,251.5,139.0,Intermediate,Yellow,Tropical,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,254.5,160.4,Intermediate,Yellow,Tropical,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,251.7,152.5,Palmate,Yellow,Temperate,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,276.4,141.8,Palmate,Yellow,Temperate,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,241.0,151.6,Intermediate,Yellow,Tropical,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,239.1,155.3,Ovate,Yellow,Temperate,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,265.0,157.6,Intermediate,Yellow,Temperate,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,221.1,162.6,Palmate,Yellow,Tropical,Very High,High
300,200,130,170,0,4,1,1,2,0,3,2,3,1,0,224.2,141.4,Palmate,Yellow,Tropical,Very High,High
200,300,170,130,4,0,1,1,0,2,2,3,1,3,0,265.7,147.7,Palmate,Yellow,Temperate,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,248.3,109.4,Elliptical,Pink,Temperate,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,227.8,99.5,Elliptical,Intermediate,Tropical/Subtropical,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,224.7,99.8,Ovate,Intermediate,Tropical/Subtropical,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,234.7,112.4,Ovate,Intermediate,Tropical/Subtropical,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,276.1,113.7,Elliptical,Pink,Temperate,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,229.9,110.0,Intermediate,Yellow,Temperate,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,224.6,119.5,Ovate,Pink,Tropical/Subtropical,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,248.7,117.3,Ovate,Intermediate,Temperate,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,270.6,113.3,Intermediate,Intermediate,Temperate,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,236.3,99.5,Intermediate,Pink,Temperate,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,239.0,115.3,Elliptical,Yellow,Tropical/Subtropical,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,263.7,103.1,Elliptical,Intermediate,Temperate,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,255.7,115.7,Ovate,Pink,Tropical/Subtropical,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,220.8,117.6,Ovate,Yellow,Tropical/Subtropical,Very High,High
300,180,130,90,0,2,1,3,2,8,3,1,3,3,0,223.5,106.1,Intermediate,Intermediate,Temperate,Very High,High
180,300,90,130,2,0,3,1,8,2,1,3,3,3,0,245.7,113.7,Elliptical,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,185.7,103.9,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,208.9,103.4,Ovate,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,200.1,107.5,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,177.9,111.7,Ovate,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,193.9,107.2,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,202.3,109.7,Ovate,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,206.6,98.9,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,198.1,110.8,Ovate,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,201.2,97.9,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,197.4,114.5,Ovate,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,202.8,99.6,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,204.2,109.8,Ovate,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,185.6,93.8,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,201.4,104.5,Ovate,Yellow,Temperate,Very High,High
300,100,130,80,0,0,1,1,2,2,3,3,3,1,0,214.5,96.0,Ovate,Yellow,Temperate,Very High,High
100,300,80,130,0,0,1,1,2,2,3,3,1,3,0,202.5,98.1,Ovate,Yellow,Temperate,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,313.7,124.7,Ovate,Yellow,Temperate,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,283.0,111.7,Linear,Intermediate,Arid,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,300.6,118.5,Intermediate,Yellow,Temperate,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,331.5,112.8,Intermediate,Intermediate,Temperate,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,313.9,120.2,Ovate,Intermediate,Arid,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,283.3,121.7,Intermediate,Intermediate,Temperate,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,292.3,120.4,Linear,White,Arid,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,334.0,123.6,Intermediate,White,Arid,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,296.1,125.4,Ovate,Yellow,Arid,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,327.1,128.7,Intermediate,White,Temperate,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,295.7,111.4,Intermediate,Yellow,Arid,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,279.4,115.1,Intermediate,Yellow,Arid,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,297.5,128.5,Intermediate,Intermediate,Temperate,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,294.9,120.8,Ovate,Yellow,Temperate,Very High,High
300,300,130,110,0,3,1,0,2,4,3,3,3,3,0,296.8,113.5,Linear,Intermediate,Arid,Very High,High
300,300,110,130,3,0,0,1,4,2,3,3,3,3,0,292.8,125.5,Ovate,White,Temperate,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,262.1,112.0,Linear,Yellow,Semi-Arid,Very High,High
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,295.0,123.1,Intermediate,Purple,Semi-Arid,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,292.8,101.4,Intermediate,Yellow,Temperate,Very High,High
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,288.4,99.3,Intermediate,Yellow,Semi-Arid,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,259.1,100.1,Ovate,Yellow,Semi-Arid,Very High,High
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,270.6,112.7,Intermediate,Purple,Temperate,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,270.6,108.2,Linear,Yellow,Semi-Arid,Very High,High
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,272.7,107.2,Intermediate,Yellow,Temperate,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,287.5,111.9,Ovate,Intermediate,Temperate,Very High,High
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,285.2,100.9,Intermediate,Intermediate,Semi-Arid,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,247.4,111.8,Intermediate,Purple,Semi-Arid,Very High,High
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,269.7,103.6,Intermediate,Intermediate,Semi-Arid,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,270.7,106.5,Intermediate,Intermediate,Semi-Arid,Very High,High
250,300,90,130,3,0,2,1,5,2,3,3,1,3,0,293.7,115.3,Ovate,Purple,Temperate,Very High,High
300,250,130,90,0,3,1,2,2,5,3,3,3,1,0,279.8,107.0,Intermediate,Purple,Temperate,Very High,High
